<xid>	<yid>	<x in nm>	<y in nm>	<Rg>	<Spring Const k>	<log10(k)>
122	147	19520.0	23520.0	372.1175220276626	0.002687323065441841	-2.57068012027889
122	150	19520.0	24000.0	1172.4049992038938	0.0008529475741565729	-3.0690776616275683
122	151	19520.0	24160.0	556.8678849691772	0.0017957580729500145	-2.7457521724905076
122	152	19520.0	24320.0	398.8876671606926	0.0025069714667241096	-2.600850608967507
122	154	19520.0	24640.0	671.4620902674967	0.0014892873544083785	-2.8270214980882877
122	155	19520.0	24800.0	743.6603950212692	0.001344699820906019	-2.8713746529656
122	159	19520.0	25440.0	968.5535861941813	0.0010324673970073083	-2.986123653495655
122	160	19520.0	25600.0	493.14673818770893	0.002027794006455265	-2.6929761649223436
122	161	19520.0	25760.0	736.7895179890486	0.0013572397212291282	-2.8673434386981613
122	162	19520.0	25920.0	180.06799086919295	0.005553457864293223	-2.2554365189029775
122	163	19520.0	26080.0	1124.879777032084	0.0008889838900281678	-3.051106109148194
122	166	19520.0	26560.0			
122	167	19520.0	26720.0	871.3198649434951	0.0011476841516345434	-2.940177615488221
122	168	19520.0	26880.0	1549.29298883667	0.000645455706057818	-3.190133555527237
122	169	19520.0	27040.0	386.15270170026264	0.002589649109269251	-2.586759077707114
122	170	19520.0	27200.0	683.5976569225601	0.0014628487822820066	-2.8348005654773902
122	171	19520.0	27360.0	355.26294687737783	0.002814816486744842	-2.5505499139181462
122	172	19520.0	27520.0	1004.0237092908834	0.0009959924160618425	-3.0017439684789444
122	173	19520.0	27680.0	1195.9133722023428	0.0008361809669862984	-3.0776997220127003
122	174	19520.0	27840.0			
122	208	19520.0	33280.0	737.2331778075466	0.0013564229474504854	-2.867604871601988
122	209	19520.0	33440.0	127.59286322986046	0.00783742894928602	-2.1058263832678152
123	3	19680.0	480.0	3302.3673548249553	0.00030281307091379174	-3.5188253824638545
123	4	19680.0	640.0			
123	5	19680.0	800.0	206.8034780634376	0.004835508616026501	-2.3155578385372655
123	6	19680.0	960.0			
123	8	19680.0	1280.0	1550.5423567250482	0.0006449356224696325	-3.1904836345144623
123	9	19680.0	1440.0			
123	10	19680.0	1600.0			
123	11	19680.0	1760.0	100.80740257549937	0.00991990642007717	-2.0034924247647523
123	12	19680.0	1920.0	857.0665992902926	0.0011667704713123409	-2.9330145705585187
123	13	19680.0	2080.0	507.31821095877694	0.001971149425348062	-2.705280452258177
123	14	19680.0	2240.0	1128.5125572686952	0.0008861221734388758	-3.0525063959544636
123	15	19680.0	2400.0	78.99353928530999	0.012659263137814167	-1.897591572714767
123	16	19680.0	2560.0	3669.0248906817365	0.0002725519803748705	-3.564550658021705
123	17	19680.0	2720.0			
123	148	19680.0	23680.0			
123	150	19680.0	24000.0	212.82933820077315	0.004698600336090164	-2.3280314945838745
123	151	19680.0	24160.0	1138.485111915854	0.0008783601906898809	-3.05632735567574
123	152	19680.0	24320.0	261.23852673911625	0.0038279193060931703	-2.4170372258815673
123	153	19680.0	24480.0			
123	154	19680.0	24640.0	1928.4043679916415	0.0005185634385600678	-3.285198106524161
123	155	19680.0	24800.0	905.5939263756331	0.0011042476885884148	-2.9569335011339564
123	158	19680.0	25280.0			
123	159	19680.0	25440.0	383.263059167891	0.002609173976148698	-2.583496961772799
123	160	19680.0	25600.0	369.11331610775323	0.002709195134287909	-2.5671597130574852
123	161	19680.0	25760.0			
123	162	19680.0	25920.0			
123	163	19680.0	26080.0			
123	164	19680.0	26240.0	882.8878108301271	0.0011326467391816852	-2.945905520980835
123	166	19680.0	26560.0			
123	167	19680.0	26720.0	691.3326316272295	0.001446481699621559	-2.8396870565224965
123	168	19680.0	26880.0	1424.1394268352744	0.0007021784392432713	-3.1535525099054587
123	170	19680.0	27200.0	650.2604633564733	0.0015378453040774819	-2.8130873491669
123	171	19680.0	27360.0			
123	172	19680.0	27520.0	1015.5180513683184	0.0009847190787525546	-3.006687647622632
123	173	19680.0	27680.0	609.6864245061989	0.0016401874140627721	-2.7851065249748723
123	174	19680.0	27840.0			
123	208	19680.0	33280.0	270.6859237572209	0.0036943184415341203	-2.4324656721225097
123	209	19680.0	33440.0	92.43459799328988	0.010818459989111361	-1.9658345567739948
124	3	19840.0	480.0	1172.2305512837875	0.0008530745073184056	-3.0690130360023145
124	6	19840.0	960.0			
124	10	19840.0	1600.0	97.11165028282517	0.010297425665073438	-1.9872713344397597
124	16	19840.0	2560.0			
124	17	19840.0	2720.0			
124	89	19840.0	14240.0	356.2114841745673	0.002807321056246276	-2.5517079169050034
124	90	19840.0	14400.0	195.91451734335095	0.005104266970923064	-2.2920666185802867
124	150	19840.0	24000.0	259.5079600166166	0.0038534463449058317	-2.414150683719247
124	151	19840.0	24160.0	1118.004407403606	0.0008944508567031027	-3.0484435156320617
124	152	19840.0	24320.0	1101.8452575909366	0.0009075684567417297	-3.0421206067724103
124	153	19840.0	24480.0			
124	156	19840.0	24960.0			
124	157	19840.0	25120.0	142.4274284535225	0.007021119533351148	-2.1535936331136085
124	158	19840.0	25280.0	1.2568805366475762	0.7956205628478084	-0.09929400104291125
124	159	19840.0	25440.0	896.762314054865	0.0011151226856069899	-2.95267734898264
124	160	19840.0	25600.0	610.5751246209638	0.0016378000997351234	-2.785739106775754
124	161	19840.0	25760.0	187.70434895382837	0.005327527068890559	-2.2734743349802673
124	162	19840.0	25920.0	1495.9444229807873	0.000668474031947939	-3.174915459008976
124	163	19840.0	26080.0	31.76279142469275	0.031483378983579786	-1.5019186627433636
124	164	19840.0	26240.0	716.9985607343509	0.0013947029391185926	-2.855518283888502
124	165	19840.0	26400.0	51.241321861183394	0.01951549967249236	-1.7096203246170096
124	171	19840.0	27360.0	384.6206378188776	0.0025999644888294107	-2.5850325837256256
124	172	19840.0	27520.0	580.3758193491859	0.0017230214744669526	-2.7637093097926093
124	173	19840.0	27680.0	891.1398949680076	0.0011221582667847012	-2.9499458868018174
124	174	19840.0	27840.0	156.702890677648	0.006381503210793286	-2.195077007915765
124	209	19840.0	33440.0			
124	210	19840.0	33600.0			
125	3	20000.0	480.0	288.2137922663512	0.0034696465846986786	-2.459714759829274
125	6	20000.0	960.0			
125	7	20000.0	1120.0	252.52763061129122	0.003959962708157161	-2.4023089039022207
125	8	20000.0	1280.0	1942.2362559464134	0.0005148704216278363	-3.288302056886669
125	16	20000.0	2560.0	147.54010424913443	0.006777818174178677	-2.168910085986993
125	17	20000.0	2720.0	506.7876324994919	0.001973213109143903	-2.704826007942337
125	18	20000.0	2880.0	4205.967189698957	0.00023775744196225537	-3.623865880478626
125	49	20000.0	7840.0	5.469627678383247	0.18282780086698466	-0.7379577645917582
125	50	20000.0	8000.0			
125	65	20000.0	10400.0	440.6859645510462	0.0022691895826969697	-2.6441292188441623
125	150	20000.0	24000.0	536.5738589292491	0.001863676329658573	-2.7296295106778468
125	156	20000.0	24960.0	176.30966504427968	0.005671838805597258	-2.2462761203557378
125	157	20000.0	25120.0	99.46522261227949	0.01005376526324232	-1.9976712589596108
125	158	20000.0	25280.0	955.2581242991602	0.0010468374720536038	-2.980120739972894
125	159	20000.0	25440.0	66.02288881963709	0.015146262423200293	-1.81969452288705
125	160	20000.0	25600.0	1617.3741192672683	0.0006182861392966013	-3.2088104893809155
125	161	20000.0	25760.0	708.7536317065966	0.001410927514532964	-2.8504952972640583
125	162	20000.0	25920.0	1073.9671023163519	0.000931127217810659	-3.0309909782897035
125	163	20000.0	26080.0	604.6292242629657	0.0016539061624402716	-2.781489134620514
125	164	20000.0	26240.0	325.1391868854016	0.0030756058953683102	-2.5120693153050437
125	165	20000.0	26400.0			
125	169	20000.0	27040.0			
125	170	20000.0	27200.0	59.647084772035285	0.016765278702586924	-1.7755892225519208
125	171	20000.0	27360.0			
125	172	20000.0	27520.0	443.81502080228177	0.0022531909762592214	-2.6472019967268845
125	173	20000.0	27680.0	556.9486504041544	0.0017954976626199592	-2.745815155902383
125	174	20000.0	27840.0	98.61881341804691	0.01014005305215935	-1.993959772793631
126	5	20160.0	800.0	88.33774771146213	0.011320189000814275	-1.946146322147262
126	6	20160.0	960.0			
126	7	20160.0	1120.0	95.68573265633067	0.01045087885350313	-1.9808471865694
126	8	20160.0	1280.0	2196.903639924614	0.00045518610003045685	-3.3418110084149206
126	9	20160.0	1440.0	170.22836775921354	0.005874461543416141	-2.231031934918378
126	10	20160.0	1600.0			
126	16	20160.0	2560.0	439.0536083137975	0.0022776261965834627	-2.6425175507055805
126	18	20160.0	2880.0	1379.3859854545237	0.0007249602435756866	-3.1396858092484816
126	49	20160.0	7840.0	556.8669405596812	0.0017957611184369218	-2.745751435956418
126	50	20160.0	8000.0	386.57414972744533	0.002586825841058052	-2.5872328093250196
126	65	20160.0	10400.0			
126	131	20160.0	20960.0	412.0665632398012	0.002426792390379057	-2.6149673755301843
126	144	20160.0	23040.0	938.0007176177537	0.0010660972654047709	-2.972203170636326
126	145	20160.0	23200.0	222.57269902369478	0.004492914020391789	-2.347471892296511
126	152	20160.0	24320.0			
126	153	20160.0	24480.0			
126	154	20160.0	24640.0	368.2361419200862	0.002715648699733058	-2.566126411724081
126	155	20160.0	24800.0	1718.9896247564075	0.0005817370771750334	-3.235273255439444
126	156	20160.0	24960.0	1217.652979188305	0.000821252045608763	-3.0855235356720514
126	157	20160.0	25120.0	1202.7095445847146	0.0008314559442074533	-3.0801607575021754
126	158	20160.0	25280.0	1571.2937296668053	0.0006364182463911767	-3.196257377433054
126	159	20160.0	25440.0	63.741211965557795	0.015688437184726647	-1.80442031682441
126	160	20160.0	25600.0	1268.2091066062628	0.0007885134989102921	-3.1031908673926942
126	161	20160.0	25760.0	785.2428135065202	0.0012734914383163553	-2.8950039704525934
126	162	20160.0	25920.0	730.6605186300413	0.0013686246546822582	-2.8637156408003137
126	163	20160.0	26080.0	104.128554973306	0.009603513659210543	-2.017569841583489
126	164	20160.0	26240.0	1455.65345285282	0.000686976696301018	-3.1630579948757203
126	165	20160.0	26400.0	199.24062285553356	0.005019056785046719	-2.2993778907309865
126	172	20160.0	27520.0	1621.1457914064013	0.000616847667434318	-3.209822073180512
126	173	20160.0	27680.0	1240.8670457079818	0.0008058881114289291	-3.093725250951879
127	6	20320.0	960.0			
127	7	20320.0	1120.0	4773.452382636921	0.00020949198186985708	-3.6788325946371376
127	8	20320.0	1280.0			
127	9	20320.0	1440.0	861.8100247757752	0.0011603485353517196	-2.935411541596721
127	10	20320.0	1600.0			
127	11	20320.0	1760.0			
127	12	20320.0	1920.0	1977.337510143623	0.0005057305568068475	-3.2960808050155146
127	76	20320.0	12160.0			
127	131	20320.0	20960.0	1609.925399934081	0.0006211467935352442	-3.206805752337689
127	135	20320.0	21600.0	675.2915362122783	0.0014808418977217115	-2.8294913065107368
127	144	20320.0	23040.0	1945.5719234421301	0.0005139876804095669	-3.289047290332086
127	145	20320.0	23200.0	929.4480587468769	0.0010759073523142803	-2.9682251246835896
127	146	20320.0	23360.0	111.30348034118084	0.0089844450230548	-2.046508744472519
127	147	20320.0	23520.0	721.2285452462255	0.0013865230468084187	-2.858072907176249
127	148	20320.0	23680.0			
127	149	20320.0	23840.0			
127	152	20320.0	24320.0	398.1469373969636	0.002511635544751088	-2.600043379420017
127	153	20320.0	24480.0	1038.848595889806	0.0009626041792389093	-3.0165522571231764
127	154	20320.0	24640.0	674.2411869342953	0.0014831487891549552	-2.828815278460756
127	155	20320.0	24800.0	864.7059038281014	0.0011564625563130124	-2.936868424155701
127	156	20320.0	24960.0	41.54299841152059	0.024071444966347992	-1.6184978390113844
127	157	20320.0	25120.0	9.65067893274219	0.1036196527694301	-0.9845578673719348
127	158	20320.0	25280.0			
127	159	20320.0	25440.0	1065.0965685617798	0.0009388820033007139	-3.02738898551392
127	160	20320.0	25600.0	1072.52733513206	0.0009323771686218798	-3.0304083697105915
127	161	20320.0	25760.0	282.5417084541601	0.0035393004645975705	-2.4510825668969085
127	162	20320.0	25920.0	2987.075068354248	0.00033477565080108874	-3.475246137020718
127	163	20320.0	26080.0	640.1511640061385	0.0015621310343980112	-2.8062825395181448
127	164	20320.0	26240.0			
127	167	20320.0	26720.0	25.563548878149906	0.03911819930662039	-1.4076211449170886
127	172	20320.0	27520.0			
127	173	20320.0	27680.0			
127	189	20320.0	30240.0	917.3931682482289	0.0010900451786767821	-2.962555501652577
128	5	20480.0	800.0			
128	6	20480.0	960.0	517.1901561316175	0.0019335248131550173	-2.7136502502021616
128	7	20480.0	1120.0	25.73086060586872	0.03886383807045766	-1.4104543120606925
128	8	20480.0	1280.0	1912.5175078374418	0.0005228710304099329	-3.2816054195236357
128	9	20480.0	1440.0	304.87564418506764	0.0032800258698034053	-2.4841227309625404
128	10	20480.0	1600.0	701.0456939878185	0.0014264405424297153	-2.845746326097924
128	11	20480.0	1760.0			
128	12	20480.0	1920.0			
128	13	20480.0	2080.0	2378.877933203615	0.00042036625168627645	-3.3763721577597585
128	76	20480.0	12160.0	580.3573621637178	0.0017230762719572458	-2.7636954980847532
128	135	20480.0	21600.0			
128	139	20480.0	22240.0	615.4686849991747	0.0016247780339975232	-2.789205960958586
128	144	20480.0	23040.0	374.286330965509	0.002671751323165877	-2.5732039668562057
128	145	20480.0	23200.0	719.1265201360595	0.0013905758889420443	-2.8568053050742366
128	146	20480.0	23360.0	706.9737188441399	0.0014144797371462984	-2.8494032695633575
128	147	20480.0	23520.0	744.4730674203381	0.0013432319364689502	-2.8718489910307046
128	148	20480.0	23680.0	505.0309969113015	0.001980076482663162	-2.7033180343056094
128	149	20480.0	23840.0	1691.4701807511306	0.0005912016725922595	-3.228264345931632
128	151	20480.0	24160.0	280.4406621873742	0.0035658167121708547	-2.447840983914046
128	152	20480.0	24320.0	1287.2850525219478	0.0007768287202907223	-3.10967472641467
128	153	20480.0	24480.0	628.5598823796917	0.0015909383147617651	-2.798346658868772
128	154	20480.0	24640.0			
128	155	20480.0	24800.0	765.2054213744915	0.001306838624070072	-2.883778038282448
128	156	20480.0	24960.0	280.8020471217847	0.0035612275987656774	-2.448400269591864
128	157	20480.0	25120.0	923.028703033344	0.001083389927868663	-2.965215206307792
128	160	20480.0	25600.0	799.6538415323436	0.0012505411067415637	-2.902902027933789
128	161	20480.0	25760.0	398.7087682190657	0.002508096334241042	-2.6006557865710582
128	162	20480.0	25920.0	230.05212779844464	0.004346840907623028	-2.3618262544964876
128	163	20480.0	26080.0	527.2985249767507	0.0018964589366983176	-2.722056556472079
128	167	20480.0	26720.0	1139.6097894143675	0.0008774933396403068	-3.0567561712364286
128	168	20480.0	26880.0	311.9585644302391	0.0032055539229269093	-2.494096913139122
128	170	20480.0	27200.0			
128	171	20480.0	27360.0	232.17364212798591	0.004307121130695573	-2.365812914247863
128	172	20480.0	27520.0	33.496600203189324	0.029853776023059993	-1.525000729785425
129	3	20640.0	480.0			
129	4	20640.0	640.0	736.5651602287555	0.0013576531364712246	-2.8672111727346956
129	5	20640.0	800.0	765.3184066615487	0.0013066456932117614	-2.88384215866515
129	6	20640.0	960.0	126.59159917708817	0.007899418338187721	-2.102404886154565
129	7	20640.0	1120.0	1233.598692501967	0.000810636397459059	-3.0911739003960177
129	8	20640.0	1280.0			
129	9	20640.0	1440.0			
129	11	20640.0	1760.0			
129	12	20640.0	1920.0	312.5621160612784	0.0031993640579396003	-2.494936338422211
129	13	20640.0	2080.0	770.137705421709	0.0012984690828147726	-2.886568386676028
129	85	20640.0	13600.0	521.2151022501556	0.0019185936778939553	-2.71701699094094
129	142	20640.0	22720.0			
129	143	20640.0	22880.0			
129	144	20640.0	23040.0	214.33752373865224	0.004665538644644081	-2.3310982089609382
129	145	20640.0	23200.0	1679.5025143375558	0.0005954144107932038	-3.225180658348632
129	146	20640.0	23360.0	1063.5600959137903	0.0009402383596770988	-3.026762034517418
129	147	20640.0	23520.0	420.4105989846168	0.0023786269956447767	-2.6236736565058436
129	148	20640.0	23680.0	472.2205219093542	0.0021176546837834305	-2.6741448568602975
129	149	20640.0	23840.0	1215.1868469185722	0.0008229187161922996	-3.0846430601127954
129	150	20640.0	24000.0	166.01721090895722	0.00602347187092785	-2.2201531134336174
129	151	20640.0	24160.0			
129	152	20640.0	24320.0	1846.08729098214	0.0005416861948429255	-3.266252232494647
129	153	20640.0	24480.0	105.40273636611795	0.009487419724346486	-2.022851885765327
129	154	20640.0	24640.0	1067.530083470031	0.0009367417513420109	-3.0283801224801428
129	155	20640.0	24800.0	293.4216672486453	0.00340806461014551	-2.467492180465288
129	156	20640.0	24960.0	308.0063088229579	0.0032466867442471777	-2.488559612146345
129	157	20640.0	25120.0	446.02135121985526	0.002242045133635485	-2.649355649059714
129	158	20640.0	25280.0	1420.6768532789736	0.0007038898379261715	-3.152495304670947
129	159	20640.0	25440.0			
129	160	20640.0	25600.0			
129	161	20640.0	25760.0	1091.4166980648147	0.0009162403340292436	-3.0379905939605343
129	162	20640.0	25920.0			
129	163	20640.0	26080.0	924.0106895404887	0.001082238562085576	-2.965676995442612
129	166	20640.0	26560.0			
129	167	20640.0	26720.0	676.9426580379253	0.001477229995962192	-2.830551882344781
129	168	20640.0	26880.0	468.25441553325993	0.0021355911804081438	-2.6704818813653484
129	169	20640.0	27040.0	300.4194011916623	0.0033286798257147767	-2.4777279761297466
129	170	20640.0	27200.0	704.4578709920945	0.0014195313036841945	-2.847855025915575
129	171	20640.0	27360.0	990.371989873198	0.0010097216098852258	-2.9957983489463085
129	172	20640.0	27520.0	693.3267871642436	0.0014423213101141987	-2.84093797979329
129	173	20640.0	27680.0	337.84448756078376	0.0029599417389342	-2.5287168371533593
129	178	20640.0	28480.0			
129	180	20640.0	28800.0	1147.9203255103973	0.0008711405990266547	-3.0599117457344422
129	181	20640.0	28960.0	105.95368829891373	0.009438085790641157	-2.02511607931001
129	182	20640.0	29120.0			
129	183	20640.0	29280.0			
130	3	20800.0	480.0			
130	4	20800.0	640.0	697.7105475518009	0.001433259112262103	-2.8436752884211964
130	5	20800.0	800.0	806.1012954153578	0.0012405388822563951	-2.906389619070322
130	6	20800.0	960.0	807.8843495213562	0.0012378009310274	-2.9073491949830736
130	7	20800.0	1120.0	0.7665226548941197	1.3045928826958553	0.11547500486687075
130	8	20800.0	1280.0			
130	9	20800.0	1440.0	15.572587431472392	0.0642154044342681	-1.192360777876531
130	10	20800.0	1600.0	121.27951107651992	0.008245415826000992	-2.083787437486548
130	11	20800.0	1760.0	1315.7134541098985	0.0007600439114431009	-3.1191613156843103
130	12	20800.0	1920.0	249.00066168960967	0.004016053584815546	-2.3962005011831438
130	13	20800.0	2080.0	1099.1336095678553	0.0009098074986472013	-3.0410504880296063
130	19	20800.0	3040.0			
130	74	20800.0	11840.0	445.4805695348065	0.0022447668167530875	-2.648828766222853
130	91	20800.0	14560.0			
130	92	20800.0	14720.0	125.90517504193934	0.007942485284396748	-2.100043581148119
130	141	20800.0	22560.0	44.64215338209678	0.02240035312456586	-1.6497451352889814
130	142	20800.0	22720.0	815.182061757124	0.0012267198297328836	-2.9112546143673455
130	143	20800.0	22880.0	717.1458002694691	0.0013944165881251034	-2.8556074594549
130	144	20800.0	23040.0	1041.2793839173653	0.0009603570525308305	-3.0175672699664515
130	145	20800.0	23200.0	1496.2487689926438	0.0006683380603034711	-3.1750038061079193
130	146	20800.0	23360.0	754.0539489804544	0.0013261650593463317	-2.87740241868987
130	147	20800.0	23520.0	672.4806264935037	0.00148703168627217	-2.8276797772571043
130	148	20800.0	23680.0	251.36864726241566	0.003978220875557533	-2.400311107995686
130	149	20800.0	23840.0	721.918835099044	0.0013851972706361159	-2.8584883728465456
130	150	20800.0	24000.0	429.55732820198307	0.0023279779772021206	-2.633021132452061
130	151	20800.0	24160.0	1167.1927484819853	0.0008567565222629845	-3.06714258071538
130	152	20800.0	24320.0	1637.335961726745	0.0006107482052402939	-3.2141378005811028
130	153	20800.0	24480.0	929.3844400922284	0.001075981000823259	-2.968195397173781
130	154	20800.0	24640.0	435.2648483618788	0.0022974517785286463	-2.6387535953014583
130	155	20800.0	24800.0	847.5611045488549	0.0011798559356169208	-2.9281710182754312
130	156	20800.0	24960.0	473.7822287652988	0.0021106743547685447	-2.6755787666148745
130	157	20800.0	25120.0	546.798040867552	0.0018288287909982192	-2.7378269498571313
130	158	20800.0	25280.0	1832.8496775682904	0.000545598481009494	-3.2631268474610224
130	159	20800.0	25440.0			
130	160	20800.0	25600.0			
130	161	20800.0	25760.0	352.0464984707639	0.0028405338622706005	-2.5466000290906097
130	163	20800.0	26080.0			
130	167	20800.0	26720.0			
130	168	20800.0	26880.0			
130	169	20800.0	27040.0	367.55669140854593	0.002720668738658554	-2.565324333534689
130	170	20800.0	27200.0	397.2677675128955	0.0025171938973567484	-2.5990833298196345
130	171	20800.0	27360.0	794.1434489269551	0.001259218345692076	-2.8998989576543277
130	172	20800.0	27520.0	628.7448156766806	0.00159047037059663	-2.798474417098111
130	173	20800.0	27680.0	1097.1833279439384	0.000911424713200797	-3.0402791997373035
130	174	20800.0	27840.0	1346.2435002066195	0.0007428076717521915	-3.1291236194954806
130	175	20800.0	28000.0	609.8968164999653	0.0016396216096662588	-2.7852563664613137
130	176	20800.0	28160.0	396.929665354511	0.0025193380270705315	-2.5987135580110143
130	177	20800.0	28320.0	871.7388903927489	0.001147132485450391	-2.9403864213512896
130	178	20800.0	28480.0	1691.1427261483645	0.0005913161464955322	-3.2281802619814943
130	179	20800.0	28640.0	1069.1933135056663	0.0009352845620790542	-3.0290562341130514
130	180	20800.0	28800.0	456.52775776287643	0.0021904473123393444	-2.659467188610197
130	181	20800.0	28960.0	820.8849937300506	0.0012181974425626444	-2.91428231657495
130	182	20800.0	29120.0	1702.2075457514202	0.0005874724280807728	-3.231012511376852
130	183	20800.0	29280.0			
131	3	20960.0	480.0	748.6108670428086	0.0013358074856036199	-2.8742561271632168
131	4	20960.0	640.0	1323.6029523079776	0.0007555135762248729	-3.1217577271865413
131	5	20960.0	800.0	680.1275193980013	0.001470312509755709	-2.8325903476750316
131	6	20960.0	960.0	821.9948635771173	0.001216552614025164	-2.9148691037601426
131	7	20960.0	1120.0	448.0603399885409	0.0022318422559460963	-2.6513365040862142
131	8	20960.0	1280.0	1746.386733900205	0.0005726108545079819	-3.2421404236769074
131	9	20960.0	1440.0	887.402677446115	0.0011268841366108252	-2.9481207347234695
131	10	20960.0	1600.0	1309.3919387995252	0.000763713270540537	-3.117069662883778
131	11	20960.0	1760.0	1236.7475706573557	0.0008085724392961454	-3.0922810659526196
131	12	20960.0	1920.0	1001.4693386993081	0.0009985328170893214	-3.0006376573364943
131	14	20960.0	2240.0			
131	19	20960.0	3040.0	4218.237217462582	0.0002370658520246842	-3.625130999144143
131	24	20960.0	3840.0	528.2532646138623	0.0018930313676924853	-2.7228421896796844
131	25	20960.0	4000.0	719.051990820399	0.0013907200213145292	-2.8567602930394806
131	26	20960.0	4160.0	556.2109960472866	0.0017978788752946273	-2.745239570424318
131	74	20960.0	11840.0	544.3606525657306	0.0018370174171970517	-2.735886726025868
131	91	20960.0	14560.0			
131	140	20960.0	22400.0	1096.7339113216378	0.0009117981943267652	-3.040101272185272
131	141	20960.0	22560.0	403.5613296490319	0.0024779381138169934	-2.6059095442728712
131	142	20960.0	22720.0	1118.0672827316462	0.0008944005566076615	-3.0484679391853344
131	143	20960.0	22880.0	1215.4073406869402	0.000822769425956245	-3.0847218550244655
131	144	20960.0	23040.0	1037.297997457925	0.0009640431220832103	-3.015903539474834
131	145	20960.0	23200.0	658.0183674102856	0.0015197144176014817	-2.8182380163397958
131	146	20960.0	23360.0	961.9883107709209	0.0010395136705960775	-2.983169794908364
131	147	20960.0	23520.0	664.3591750415384	0.0015052098888187644	-2.82240293714641
131	148	20960.0	23680.0	116.74776772638369	0.008565474265372281	-2.0672485853976195
131	149	20960.0	23840.0	272.37002998567294	0.003671475896421502	-2.435159318630209
131	150	20960.0	24000.0			
131	151	20960.0	24160.0	1083.9688722056087	0.0009225357163303474	-3.0350168109630324
131	152	20960.0	24320.0	65.72659088298096	0.015214542342236967	-1.8177411068109346
131	153	20960.0	24480.0	750.3255312362365	0.0013327548622161366	-2.8752497243874773
131	154	20960.0	24640.0	727.9713096664525	0.001373680510098932	-2.8621142635176056
131	155	20960.0	24800.0	513.4771476192609	0.0019475063391555096	-2.710521120019569
131	156	20960.0	24960.0	319.3170873776549	0.003131683331488316	-2.5042221592386813
131	157	20960.0	25120.0	659.7164908022562	0.001515802642410739	-2.819357340189153
131	158	20960.0	25280.0	1846.9210314094425	0.0005414416658826334	-3.266448326757892
131	159	20960.0	25440.0	1332.2796627869889	0.0007505931584274921	-3.12459539845042
131	160	20960.0	25600.0	1780.6454804216453	0.0005615941022483636	-3.2505774617301757
131	161	20960.0	25760.0	489.05765563291544	0.002044748688589379	-2.6893600616741256
131	169	20960.0	27040.0			
131	170	20960.0	27200.0	585.1054693580579	0.0017090935777734895	-2.767234157760218
131	171	20960.0	27360.0	522.5535239342033	0.001913679564288832	-2.718130780828566
131	172	20960.0	27520.0	731.1758565707373	0.0013676600382978529	-2.864021842557265
131	173	20960.0	27680.0	163.80089550986295	0.006104972728551334	-2.2143162717463096
131	174	20960.0	27840.0	291.8098568912354	0.0034268890388192887	-2.4650999576094277
131	175	20960.0	28000.0	908.9026926626073	0.0011002277890392485	-2.9585173900406887
131	176	20960.0	28160.0	39.058556766584836	0.025602584498347736	-1.591716191847682
131	177	20960.0	28320.0	105.56022773217133	0.009473264897999387	-2.0235003184816867
131	178	20960.0	28480.0			
132	2	21120.0	320.0			
132	3	21120.0	480.0	998.7835094164199	0.0010012179722353354	-2.999471363246216
132	4	21120.0	640.0	649.3106263123259	0.0015400949244884041	-2.8124525103901483
132	5	21120.0	800.0	415.75147921243206	0.002405283083765147	-2.618833803081344
132	6	21120.0	960.0	639.8991064808301	0.0015627463609061277	-2.8061115037450937
132	7	21120.0	1120.0	452.7338565614809	0.002208803219611213	-2.655842973328969
132	8	21120.0	1280.0	197.9158260180964	0.005052653040028063	-2.2964805232489542
132	9	21120.0	1440.0			
132	10	21120.0	1600.0	518.654775470202	0.0019280647692743599	-2.714878380979879
132	11	21120.0	1760.0	1115.462137346476	0.0008964894159284116	-3.0474548334091276
132	12	21120.0	1920.0	1485.4604091317594	0.0006731919570878988	-3.1718610813670547
132	13	21120.0	2080.0			
132	17	21120.0	2720.0			
132	18	21120.0	2880.0	352.4278577647187	0.0028374601438788684	-2.5470702300331975
132	19	21120.0	3040.0	1869.6347256316144	0.0005348638353206518	-3.2717567658209137
132	20	21120.0	3200.0			
132	24	21120.0	3840.0	183.40420879734168	0.005452437577945563	-2.2634092977270655
132	27	21120.0	4320.0	413.78571583470534	0.002416709813152345	-2.6167754944465837
132	28	21120.0	4480.0	211.76045679042912	0.004722316976250481	-2.3258448651149237
132	79	21120.0	12640.0	533.8718839814386	0.0018731085678128116	-2.7274370496212708
132	138	21120.0	22080.0	504.68107726600016	0.0019814493648489502	-2.703017021410876
132	139	21120.0	22240.0	1108.626199100326	0.0009020172902386048	-3.0447851376429274
132	140	21120.0	22400.0	1099.5461049685891	0.0009094661838018762	-3.0412134444413716
132	141	21120.0	22560.0	217.2653633352661	0.004602666456580481	-2.336990496171661
132	142	21120.0	22720.0	1099.4027059611665	0.0009095848087127798	-3.0411568015605437
132	143	21120.0	22880.0	225.4692122148468	0.004435195342977082	-2.3530872474199125
132	144	21120.0	23040.0	698.925487996698	0.0014307676814967211	-2.844430878354042
132	145	21120.0	23200.0			
132	147	21120.0	23520.0	296.3286548869119	0.003374631455677584	-2.471773649649301
132	148	21120.0	23680.0			
132	151	21120.0	24160.0	12.238648534018143	0.08170836814378916	-1.0877334630200302
132	152	21120.0	24320.0	529.7281942429602	0.001887760573947003	-2.7240530884316896
132	153	21120.0	24480.0	8434.639316797993	0.0001185587151318316	-3.926066515962075
